"";"Município";"Código";"ICAO"
"376";"SÃO MATEUS DO MARANHÃO";2111508;"SBTE"
"377";"SÃO PEDRO DA ÁGUA BRANCA";2111532;"SBMA"
"378";"SÃO PEDRO DA ÁGUA BRANCA";2111532;"SBIZ"
"379";"SÃO PEDRO DOS CRENTES";2111573;"SBMA"
"380";"SÃO PEDRO DOS CRENTES";2111573;"SBIZ"
"381";"SÃO RAIMUNDO DAS MANGABEIRAS";2111607;"SBIZ"
"382";"SÃO RAIMUNDO DAS MANGABEIRAS";2111607;"SBCI"
"383";"SÃO RAIMUNDO DO DOCA BEZERRA";2111631;"SBSL"
"384";"SÃO RAIMUNDO DO DOCA BEZERRA";2111631;"SBTE"
"385";"SÃO ROBERTO";2111672;"SBSL"
"386";"SÃO ROBERTO";2111672;"SBTE"
"387";"SÃO VICENTE FERRER";2111706;"SBSL"
"388";"SÃO VICENTE FERRER";2111706;"SBTE"
"389";"SATUBINHA";2111722;"SBSL"
"390";"SATUBINHA";2111722;"SBTE"
"391";"SENADOR ALEXANDRE COSTA";2111748;"SBSL"
"392";"SENADOR ALEXANDRE COSTA";2111748;"SBTE"
"393";"SENADOR LA ROCQUE";2111763;"SBMA"
"394";"SENADOR LA ROCQUE";2111763;"SBIZ"
"395";"SERRANO DO MARANHÃO";2111789;"SBSL"
"396";"SERRANO DO MARANHÃO";2111789;"SBPB"
"397";"SÍTIO NOVO";2111805;"SBMA"
"398";"SÍTIO NOVO";2111805;"SBIZ"
"399";"SUCUPIRA DO NORTE";2111904;"SBTE"
"400";"SUCUPIRA DO NORTE";2111904;"SBCI"
"401";"SUCUPIRA DO RIACHÃO";2111953;"SBSL"
"402";"SUCUPIRA DO RIACHÃO";2111953;"SBTE"
"403";"TASSO FRAGOSO";2112001;"SBIZ"
"404";"TASSO FRAGOSO";2112001;"SBPJ"
"405";"TIMBIRAS";2112100;"SBSL"
"406";"TIMBIRAS";2112100;"SBTE"
"407";"TIMON";2112209;"SBTE"
"408";"TIMON";2112209;"SBPB"
"409";"TRIZIDELA DO VALE";2112233;"SBSL"
"410";"TRIZIDELA DO VALE";2112233;"SBTE"
"411";"TUFILÂNDIA";2112274;"SBSL"
"412";"TUFILÂNDIA";2112274;"SBIZ"
"413";"TUNTUM";2112308;"SBTE"
"414";"TUNTUM";2112308;"SBIZ"
"415";"TURIAÇU";2112407;"SBSL"
"416";"TURIAÇU";2112407;"SBBE"
"417";"TURILÂNDIA";2112456;"SBSL"
"418";"TURILÂNDIA";2112456;"SBBE"
"419";"TUTÓIA";2112506;"SBSL"
"420";"TUTÓIA";2112506;"SBPB"
"421";"URBANO SANTOS";2112605;"SBSL"
"422";"URBANO SANTOS";2112605;"SBPB"
"423";"VARGEM GRANDE";2112704;"SBSL"
"424";"VARGEM GRANDE";2112704;"SBTE"
"425";"VIANA";2112803;"SBSL"
"426";"VIANA";2112803;"SBTE"
"427";"VILA NOVA DOS MARTÍRIOS";2112852;"SBMA"
"428";"VILA NOVA DOS MARTÍRIOS";2112852;"SBIZ"
"429";"VITÓRIA DO MEARIM";2112902;"SBSL"
"430";"VITÓRIA DO MEARIM";2112902;"SBTE"
"431";"VITORINO FREIRE";2113009;"SBSL"
"432";"VITORINO FREIRE";2113009;"SBIZ"
"433";"ZÉ DOCA";2114007;"SBSL"
"434";"ZÉ DOCA";2114007;"SBIZ"
