"nid","probRt1","n","terminal","regra","uf","regional","nRt1"
4,0.0426164519326065,1009,1,"umid_max_3 <= 91.1 & inc_3 > 0","CE","Quixadá",43
5,0.0377714825306893,1059,1,"umid_max_3 > 91.1","CE","Quixadá",40
3,0.0026902382782475,2602,1,"umid_max_3 <= 91.1 & inc_3 <= 0","CE","Quixadá",7
7,0.0912162162162162,296,1,"umid_max_2 > 93.4","CE","Juazeiro do Norte",27
6,0.0905797101449275,552,1,"umid_max_2 <= 93.4 & inc_3 > 3.70548782747249","CE","Juazeiro do Norte",50
5,0.0380228136882129,263,1,"umid_max_2 <= 93.4 & inc_3 <= 3.70548782747249 & inc_3 > 1.08591781773955","CE","Juazeiro do Norte",10
4,0.00402617010568697,1987,1,"umid_max_2 <= 93.4 & inc_3 <= 3.70548782747249 & inc_3 <= 1.08591781773955","CE","Juazeiro do Norte",8
5,0.25,20,1,"inc_3 > 3.12954762389097 & umid_min_1 > 80","CE","Camocim",5
4,0.043050430504305,813,1,"inc_3 > 3.12954762389097 & umid_min_1 <= 80","CE","Camocim",35
2,0.00337980566117448,2367,1,"inc_3 <= 3.12954762389097","CE","Camocim",8
6,0.178571428571429,28,1,"umid_max_1 <= 93.4 & umid_max_3 > 96.9","CE","Cascavel",5
7,0.0836820083682008,478,1,"umid_max_1 > 93.4","CE","Cascavel",40
5,0.029023746701847,1137,1,"umid_max_1 <= 93.4 & umid_max_3 <= 96.9 & inc_3 > 0","CE","Cascavel",33
4,0.001230012300123,1626,1,"umid_max_1 <= 93.4 & umid_max_3 <= 96.9 & inc_3 <= 0","CE","Cascavel",2
5,0.121739130434783,230,1,"inc_3 > 1.83227366839511 & umid_max_1 > 88.9","CE","Canindé",28
4,0.0482456140350877,912,1,"inc_3 > 1.83227366839511 & umid_max_1 <= 88.9","CE","Canindé",44
2,0.00285171102661597,2104,1,"inc_3 <= 1.83227366839511","CE","Canindé",6
3,0.0974729241877256,277,1,"inc_3 > 15.947691571645","CE","Tianguá",27
2,0.00289077018377039,4843,1,"inc_3 <= 15.947691571645","CE","Tianguá",14
7,0.139393939393939,330,1,"inc_3 > 11.4094470221343 & umid_max_2 > 81.9","CE","Russas",46
4,0.0276923076923077,325,1,"inc_3 <= 11.4094470221343 & inc_3 > 3.80314900737811","CE","Russas",9
6,0.0045045045045045,222,1,"inc_3 > 11.4094470221343 & umid_max_2 <= 81.9","CE","Russas",1
3,0.00245851259987707,1627,1,"inc_3 <= 11.4094470221343 & inc_3 <= 3.80314900737811","CE","Russas",4
9,0.617647058823529,102,1,"umid_max_1 > 87.3 & inc_3 > 4.41876975558312 & temp_min_1 > 17.3","DF","Distrito Federal",63
4,0.130952380952381,84,1,"umid_max_1 <= 87.3 & temp_min_1 > 18.5","DF","Distrito Federal",11
6,0.106598984771574,197,1,"umid_max_1 > 87.3 & inc_3 <= 4.41876975558312","DF","Distrito Federal",21
8,0.0952380952380952,21,1,"umid_max_1 > 87.3 & inc_3 > 4.41876975558312 & temp_min_1 <= 17.3","DF","Distrito Federal",2
3,0.00436681222707424,229,1,"umid_max_1 <= 87.3 & temp_min_1 <= 18.5","DF","Distrito Federal",1
15,0.387096774193548,155,1,"inc_3 > 7.80883960643448 & temp_min_2 > 23.9 & temp_max_1 > 30.4","ES","Metropolitana",60
12,0.352941176470588,51,1,"inc_3 > 7.80883960643448 & temp_min_2 <= 23.9 & temp_min_1 > 24.4","ES","Metropolitana",18
14,0.0952380952380952,147,1,"inc_3 > 7.80883960643448 & temp_min_2 > 23.9 & temp_max_1 <= 30.4","ES","Metropolitana",14
11,0.065347721822542,1668,1,"inc_3 > 7.80883960643448 & temp_min_2 <= 23.9 & temp_min_1 <= 24.4","ES","Metropolitana",109
8,0.0502577319587629,776,1,"inc_3 <= 7.80883960643448 & inc_3 > 0 & temp_min_3 > 21.6","ES","Metropolitana",39
4,0.0476190476190476,126,1,"inc_3 <= 7.80883960643448 & inc_3 <= 0 & umid_max_1 <= 78","ES","Metropolitana",6
7,0.00963081861958266,623,1,"inc_3 <= 7.80883960643448 & inc_3 > 0 & temp_min_3 <= 21.6","ES","Metropolitana",6
5,0.00105000656254102,7619,1,"inc_3 <= 7.80883960643448 & inc_3 <= 0 & umid_max_1 > 78","ES","Metropolitana",8
7,0.0774278215223097,762,1,"inc_3 > 10.5348460291734 & temp_min_3 > 19.1","ES","Central",59
4,0.0178403755868545,1065,1,"inc_3 <= 10.5348460291734 & inc_3 > 0.56596939237526","ES","Central",19
6,0.0131578947368421,304,1,"inc_3 > 10.5348460291734 & temp_min_3 <= 19.1","ES","Central",4
3,0.00145708873670407,6863,1,"inc_3 <= 10.5348460291734 & inc_3 <= 0.56596939237526","ES","Central",10
5,0.05032021957914,1093,1,"inc_3 > 0 & temp_min_1 > 22","ES","Norte",55
4,0.0092899800928998,1507,1,"inc_3 > 0 & temp_min_1 <= 22","ES","Norte",14
2,0.000713139597076128,5609,1,"inc_3 <= 0","ES","Norte",4
13,0.193548387096774,186,1,"inc_3 > 18.964536317087 & temp_max_3 > 31.9","ES","Sul",36
8,0.0662251655629139,151,1,"inc_3 <= 18.964536317087 & inc_3 > 3.41413451689997 & temp_min_3 > 24.6","ES","Sul",10
12,0.0623409669211196,786,1,"inc_3 > 18.964536317087 & temp_max_3 <= 31.9 & temp_min_1 > 19.4","ES","Sul",49
5,0.0118110236220472,254,1,"inc_3 <= 18.964536317087 & inc_3 <= 3.41413451689997 & temp_min_1 > 25.1","ES","Sul",3
7,0.0107471852610031,1954,1,"inc_3 <= 18.964536317087 & inc_3 > 3.41413451689997 & temp_min_3 <= 24.6","ES","Sul",21
4,0.000479156684235745,12522,1,"inc_3 <= 18.964536317087 & inc_3 <= 3.41413451689997 & temp_min_1 <= 25.1","ES","Sul",6
11,0,375,1,"inc_3 > 18.964536317087 & temp_max_3 <= 31.9 & temp_min_1 <= 19.4","ES","Sul",0
11,0.0957551826258638,2026,1,"inc_3 > 0 & temp_min_1 > 19.3 & temp_max_1 > 25.7","GO","Central",194
5,0.0707964601769911,113,1,"inc_3 <= 0 & temp_min_3 > 20.9 & umid_min_1 <= 31.4","GO","Central",8
10,0.0277777777777778,324,1,"inc_3 > 0 & temp_min_1 > 19.3 & temp_max_1 <= 25.7","GO","Central",9
8,0.0171135196805476,1753,1,"inc_3 > 0 & temp_min_1 <= 19.3","GO","Central",30
6,0.00449515905947441,2892,1,"inc_3 <= 0 & temp_min_3 > 20.9 & umid_min_1 > 31.4","GO","Central",13
3,0.000647109577221743,9272,1,"inc_3 <= 0 & temp_min_3 <= 20.9","GO","Central",6
12,0.384615384615385,13,1,"inc_3 > 25.7731958762887 & temp_min_1 <= 18.4 & temp_min_2 > 20.3","GO","Pirineus",5
15,0.237209302325581,215,1,"inc_3 > 25.7731958762887 & temp_min_1 > 18.4 & temp_max_2 > 28.6","GO","Pirineus",51
14,0.106918238993711,159,1,"inc_3 > 25.7731958762887 & temp_min_1 > 18.4 & temp_max_2 <= 28.6","GO","Pirineus",17
8,0.0684647302904564,482,1,"inc_3 <= 25.7731958762887 & inc_3 > 0 & temp_min_1 > 19.9","GO","Pirineus",33
11,0.0184804928131417,487,1,"inc_3 > 25.7731958762887 & temp_min_1 <= 18.4 & temp_min_2 <= 20.3","GO","Pirineus",9
5,0.0133333333333333,975,1,"inc_3 <= 25.7731958762887 & inc_3 <= 0 & temp_min_3 > 20.6","GO","Pirineus",13
7,0.00825309491059147,727,1,"inc_3 <= 25.7731958762887 & inc_3 > 0 & temp_min_1 <= 19.9","GO","Pirineus",6
4,0.00215318363580437,3251,1,"inc_3 <= 25.7731958762887 & inc_3 <= 0 & temp_min_3 <= 20.6","GO","Pirineus",7
11,0.0816793893129771,1310,1,"temp_min_2 > 19.9 & inc_3 > 6.14628149969269 & umid_max_2 > 75.9","GO","Sudoeste I",107
8,0.04,325,1,"temp_min_2 > 19.9 & inc_3 <= 6.14628149969269 & inc_3 > 0","GO","Sudoeste I",13
4,0.0188679245283019,53,1,"temp_min_2 <= 19.9 & temp_min_1 > 23","GO","Sudoeste I",1
10,0.0129310344827586,232,1,"temp_min_2 > 19.9 & inc_3 > 6.14628149969269 & umid_max_2 <= 75.9","GO","Sudoeste I",3
7,0.00708924103419516,4796,1,"temp_min_2 > 19.9 & inc_3 <= 6.14628149969269 & inc_3 <= 0","GO","Sudoeste I",34
3,0.000982800982800983,4070,1,"temp_min_2 <= 19.9 & temp_min_1 <= 23","GO","Sudoeste I",4
9,0.101307189542484,306,1,"inc_3 > 87.6424189307625 & umid_min_3 > 45.1","GO","Oeste II",31
6,0.0336658354114713,802,1,"inc_3 <= 87.6424189307625 & inc_3 > 3.40228633641807 & temp_min_1 > 19.2","GO","Oeste II",27
8,0.0136518771331058,293,1,"inc_3 > 87.6424189307625 & umid_min_3 <= 45.1","GO","Oeste II",4
3,0.00157673440784863,5708,1,"inc_3 <= 87.6424189307625 & inc_3 <= 3.40228633641807","GO","Oeste II",9
5,0,451,1,"inc_3 <= 87.6424189307625 & inc_3 > 3.40228633641807 & temp_min_1 <= 19.2","GO","Oeste II",0
7,0.129032258064516,310,1,"inc_3 > 17.7872643187478 & temp_min_2 > 17.1","GO","Entorno Norte",40
4,0.031523642732049,571,1,"inc_3 <= 17.7872643187478 & inc_3 > 1.61702402897707","GO","Entorno Norte",18
6,0.0274390243902439,328,1,"inc_3 > 17.7872643187478 & temp_min_2 <= 17.1","GO","Entorno Norte",9
3,0.00284605433376455,3865,1,"inc_3 <= 17.7872643187478 & inc_3 <= 1.61702402897707","GO","Entorno Norte",11
11,0.21285140562249,249,1,"inc_3 > 55.760852101428 & temp_min_1 > 19.9","GO","Sul",53
8,0.0612244897959184,392,1,"inc_3 <= 55.760852101428 & temp_min_3 > 20 & inc_3 > 5.84761125080405","GO","Sul",24
10,0.0277136258660508,433,1,"inc_3 > 55.760852101428 & temp_min_1 <= 19.9","GO","Sul",12
5,0.0199203187250996,251,1,"inc_3 <= 55.760852101428 & temp_min_3 <= 20 & inc_3 > 23.3904450032162","GO","Sul",5
7,0.012962962962963,2160,1,"inc_3 <= 55.760852101428 & temp_min_3 > 20 & inc_3 <= 5.84761125080405","GO","Sul",28
4,0.00244319569997557,4093,1,"inc_3 <= 55.760852101428 & temp_min_3 <= 20 & inc_3 <= 23.3904450032162","GO","Sul",10
13,0.217447916666667,768,1,"umid_max_1 > 82.9 & inc_3 > 4.13416751646777 & temp_min_1 > 17.3","GO","Entorno Sul",167
6,0.0717703349282297,209,1,"umid_max_1 <= 82.9 & inc_3 > 21.9508848950473","GO","Entorno Sul",15
10,0.0661870503597122,695,1,"umid_max_1 > 82.9 & inc_3 <= 4.13416751646777 & temp_min_2 > 18.4","GO","Entorno Sul",46
5,0.0555555555555556,54,1,"umid_max_1 <= 82.9 & inc_3 <= 21.9508848950473 & umid_min_3 > 77.3","GO","Entorno Sul",3
12,0.0433333333333333,300,1,"umid_max_1 > 82.9 & inc_3 > 4.13416751646777 & temp_min_1 <= 17.3","GO","Entorno Sul",13
9,0.0187637969094923,906,1,"umid_max_1 > 82.9 & inc_3 <= 4.13416751646777 & temp_min_2 <= 18.4","GO","Entorno Sul",17
4,0.00200133422281521,1499,1,"umid_max_1 <= 82.9 & inc_3 <= 21.9508848950473 & umid_min_3 <= 77.3","GO","Entorno Sul",3
3,0.0248447204968944,805,1,"umid_max_1 > 96","GO","Serra da Mesa",20
2,0.00449346405228758,4896,1,"umid_max_1 <= 96","GO","Serra da Mesa",22
5,0.0839416058394161,274,1,"inc_3 > 7.63184003663283 & temp_min_3 > 18.6","GO","Nordeste II",23
4,0.017175572519084,524,1,"inc_3 > 7.63184003663283 & temp_min_3 <= 18.6","GO","Nordeste II",9
2,0.00126080691642651,5552,1,"inc_3 <= 7.63184003663283","GO","Nordeste II",7
7,0.0341186027619821,1231,1,"inc_3 > 18.1061017562919","GO","Rio Vermelho",42
5,0.01875,160,1,"inc_3 <= 18.1061017562919 & umid_max_3 <= 94 & inc_3 > 12.8485159964024","GO","Rio Vermelho",3
6,0.0110132158590308,1816,1,"inc_3 <= 18.1061017562919 & umid_max_3 > 94","GO","Rio Vermelho",20
4,0.00112962439988704,7082,1,"inc_3 <= 18.1061017562919 & umid_max_3 <= 94 & inc_3 <= 12.8485159964024","GO","Rio Vermelho",8
0,NA,45,NA,"no fit","GO","Oeste I",NA
12,0.112903225806452,62,1,"inc_3 > 35.5555555555556 & temp_min_1 <= 18.4 & temp_min_2 > 19","GO","Estrada de Ferro",7
8,0.111111111111111,54,1,"inc_3 <= 35.5555555555556 & inc_3 > 2.70311669354766 & temp_min_3 > 21.4","GO","Estrada de Ferro",6
13,0.0980707395498392,622,1,"inc_3 > 35.5555555555556 & temp_min_1 > 18.4","GO","Estrada de Ferro",61
7,0.021505376344086,1023,1,"inc_3 <= 35.5555555555556 & inc_3 > 2.70311669354766 & temp_min_3 <= 21.4","GO","Estrada de Ferro",22
5,0.00734214390602056,2043,1,"inc_3 <= 35.5555555555556 & inc_3 <= 2.70311669354766 & temp_min_3 > 20.8","GO","Estrada de Ferro",15
11,0.00245098039215686,408,1,"inc_3 > 35.5555555555556 & temp_min_1 <= 18.4 & temp_min_2 <= 19","GO","Estrada de Ferro",1
4,0.00138760407030527,6486,1,"inc_3 <= 35.5555555555556 & inc_3 <= 2.70311669354766 & temp_min_3 <= 20.8","GO","Estrada de Ferro",9
11,0.0761758691206544,1956,1,"inc_3 > 0 & temp_min_1 > 19 & temp_max_2 > 27.1","GO","Centro Sul",149
10,0.0250481695568401,519,1,"inc_3 > 0 & temp_min_1 > 19 & temp_max_2 <= 27.1","GO","Centro Sul",13
8,0.0119118522930316,1679,1,"inc_3 > 0 & temp_min_1 <= 19","GO","Centro Sul",20
5,0.00802139037433155,374,1,"inc_3 <= 0 & temp_min_3 <= 20.8 & temp_min_2 > 21.3","GO","Centro Sul",3
6,0.00660462323626539,3331,1,"inc_3 <= 0 & temp_min_3 > 20.8","GO","Centro Sul",22
4,0.000633633253073121,7891,1,"inc_3 <= 0 & temp_min_3 <= 20.8 & temp_min_2 <= 21.3","GO","Centro Sul",5
9,0.155709342560554,289,1,"inc_3 > 50.947925341694 & umid_max_1 > 83.6 & temp_min_1 > 19.9","GO","Sudoeste II",45
4,0.0230572160546541,1171,1,"inc_3 <= 50.947925341694 & inc_3 > 0.979767795032577","GO","Sudoeste II",27
8,0.0172413793103448,116,1,"inc_3 > 50.947925341694 & umid_max_1 > 83.6 & temp_min_1 <= 19.9","GO","Sudoeste II",2
6,0.0151515151515152,198,1,"inc_3 > 50.947925341694 & umid_max_1 <= 83.6","GO","Sudoeste II",3
3,0.00476644423260248,4196,1,"inc_3 <= 50.947925341694 & inc_3 <= 0.979767795032577","GO","Sudoeste II",20
7,0.10377358490566,424,1,"temp_min_3 > 17.8 & inc_3 > 32.3601829053816","GO","São Patrício II",44
4,0.021551724137931,232,1,"temp_min_3 <= 17.8 & inc_3 > 51.003060183611","GO","São Patrício II",5
6,0.0170336518487744,2407,1,"temp_min_3 > 17.8 & inc_3 <= 32.3601829053816","GO","São Patrício II",41
3,0.00100250626566416,1995,1,"temp_min_3 <= 17.8 & inc_3 <= 51.003060183611","GO","São Patrício II",2
0,NA,45,NA,"no fit","GO","Norte",NA
0,NA,45,NA,"no fit","GO","Nordeste I",NA
7,0.0446428571428571,224,1,"inc_3 <= 57.8954986249819 & temp_min_3 > 20.9 & umid_min_1 <= 35.9","GO","São Patrício I",10
9,0.0302325581395349,860,1,"inc_3 > 57.8954986249819","GO","São Patrício I",26
8,0.00832466181061394,1922,1,"inc_3 <= 57.8954986249819 & temp_min_3 > 20.9 & umid_min_1 > 35.9","GO","São Patrício I",16
5,0.00459066564651875,3921,1,"inc_3 <= 57.8954986249819 & temp_min_3 <= 20.9 & temp_min_1 > 18.8","GO","São Patrício I",18
4,0.000551065393093314,5444,1,"inc_3 <= 57.8954986249819 & temp_min_3 <= 20.9 & temp_min_1 <= 18.8","GO","São Patrício I",3
0,NA,45,NA,"no fit","MA","Açailândia",NA
4,0.183673469387755,49,1,"inc_3 > 2.01527579049193 & temp_max_2 <= 30.9","MA","Caxias",9
5,0.0229885057471264,348,1,"inc_3 > 2.01527579049193 & temp_max_2 > 30.9","MA","Caxias",8
2,0.0014695077149155,4083,1,"inc_3 <= 2.01527579049193","MA","Caxias",6
0,NA,45,NA,"no fit","MA","Chapadinha",NA
5,0.114285714285714,280,1,"inc_3 > 0.180346716562592 & umid_min_2 > 59.9","MA","Metropolitana",32
4,0.0322061191626409,621,1,"inc_3 > 0.180346716562592 & umid_min_2 <= 59.9","MA","Metropolitana",20
2,0.00281056773468241,1779,1,"inc_3 <= 0.180346716562592","MA","Metropolitana",5
0,NA,45,NA,"no fit","MA","Bacabal",NA
0,NA,45,NA,"no fit","MA","Codó",NA
0,NA,45,NA,"no fit","MA","Santa Inês",NA
0,NA,45,NA,"no fit","MA","Balsas",NA
0,NA,45,NA,"no fit","MA","Zé Doca",NA
0,NA,45,NA,"no fit","MA","Imperatriz",NA
0,NA,45,NA,"no fit","MA","Itapecuru-Mirim",NA
0,NA,45,NA,"no fit","MA","Pinheiro",NA
1,0.00638179800221976,3604,1,"","MA","Barra do Corda",23
0,NA,45,NA,"no fit","MA","Rosário",NA
0,NA,45,NA,"no fit","MA","Viana",NA
0,NA,45,NA,"no fit","MA","São João dos Patos",NA
0,NA,45,NA,"no fit","MA","Pedreiras",NA
0,NA,45,NA,"no fit","MA","Presidente Dutra",NA
0,NA,45,NA,"no fit","MA","Timon",NA
11,0.156565656565657,594,1,"umid_max_1 > 91.7 & temp_max_2 > 26 & inc_3 > 0.143041666607066","MG","Uberlândia",93
6,0.0373783922171019,1953,1,"umid_max_1 <= 91.7 & temp_min_3 > 19.2 & umid_max_3 > 84.4","MG","Uberlândia",73
10,0.0150375939849624,1064,1,"umid_max_1 > 91.7 & temp_max_2 > 26 & inc_3 <= 0.143041666607066","MG","Uberlândia",16
8,0.0146412884333821,683,1,"umid_max_1 > 91.7 & temp_max_2 <= 26","MG","Uberlândia",10
5,0.0133004926108374,2030,1,"umid_max_1 <= 91.7 & temp_min_3 > 19.2 & umid_max_3 <= 84.4","MG","Uberlândia",27
3,0.00278850278850279,4662,1,"umid_max_1 <= 91.7 & temp_min_3 <= 19.2","MG","Uberlândia",13
15,0.191304347826087,460,1,"inc_3 > 17.0227253383267 & temp_min_1 > 20.3 & temp_max_2 > 29.1","MG","Sete Lagoas",88
12,0.0687593423019432,669,1,"inc_3 > 17.0227253383267 & temp_min_1 <= 20.3 & temp_max_3 > 28","MG","Sete Lagoas",46
14,0.0654761904761905,504,1,"inc_3 > 17.0227253383267 & temp_min_1 > 20.3 & temp_max_2 <= 29.1","MG","Sete Lagoas",33
8,0.0439077936333699,911,1,"inc_3 <= 17.0227253383267 & inc_3 > 1.2404485461943 & temp_min_1 > 19.2","MG","Sete Lagoas",40
11,0.0150987224157956,1722,1,"inc_3 > 17.0227253383267 & temp_min_1 <= 20.3 & temp_max_3 <= 28","MG","Sete Lagoas",26
5,0.00922473012757605,5095,1,"inc_3 <= 17.0227253383267 & inc_3 <= 1.2404485461943 & temp_min_3 > 20","MG","Sete Lagoas",47
7,0.00617283950617284,972,1,"inc_3 <= 17.0227253383267 & inc_3 > 1.2404485461943 & temp_min_1 <= 19.2","MG","Sete Lagoas",6
4,0.00159108989657916,11313,1,"inc_3 <= 17.0227253383267 & inc_3 <= 1.2404485461943 & temp_min_3 <= 20","MG","Sete Lagoas",18
11,0.201680672268908,238,1,"inc_3 > 18.4026499815973 & temp_max_1 > 28","MG","Manhumirim",48
10,0.102803738317757,214,1,"inc_3 > 18.4026499815973 & temp_max_1 <= 28 & temp_max_3 > 26.6","MG","Manhumirim",22
6,0.034440344403444,813,1,"inc_3 <= 18.4026499815973 & inc_3 > 5.06688285366842","MG","Manhumirim",28
9,0.0250481695568401,519,1,"inc_3 > 18.4026499815973 & temp_max_1 <= 28 & temp_max_3 <= 26.6","MG","Manhumirim",13
5,0.00603528319405757,4308,1,"inc_3 <= 18.4026499815973 & inc_3 <= 5.06688285366842 & temp_max_1 > 28","MG","Manhumirim",26
4,0.000848356309650053,14145,1,"inc_3 <= 18.4026499815973 & inc_3 <= 5.06688285366842 & temp_max_1 <= 28","MG","Manhumirim",12
0,NA,45,NA,"no fit","MG","Ponte Nova",NA
9,0.0740554156171285,1985,1,"inc_3 > 1.10414274357389 & temp_min_1 > 16.9","MG","Coronel Fabriciano",147
8,0.0347222222222222,864,1,"inc_3 > 1.10414274357389 & temp_min_1 <= 16.9 & temp_min_2 > 14.6","MG","Coronel Fabriciano",30
4,0.00564174894217207,6381,1,"inc_3 <= 1.10414274357389 & temp_max_1 > 26.2","MG","Coronel Fabriciano",36
7,0.00426894343649947,937,1,"inc_3 > 1.10414274357389 & temp_min_1 <= 16.9 & temp_min_2 <= 14.6","MG","Coronel Fabriciano",4
3,0.000457289189683556,10934,1,"inc_3 <= 1.10414274357389 & temp_max_1 <= 26.2","MG","Coronel Fabriciano",5
15,0.097799511002445,818,1,"inc_3 > 0 & temp_min_1 > 16.9 & inc_3 > 60.3439605752791","MG","Governador Valadares",80
14,0.0482076637824475,1618,1,"inc_3 > 0 & temp_min_1 > 16.9 & inc_3 <= 60.3439605752791","MG","Governador Valadares",78
12,0.0301418439716312,1128,1,"inc_3 > 0 & temp_min_1 <= 16.9 & temp_min_3 > 15","MG","Governador Valadares",34
8,0.00736997262581596,4749,1,"inc_3 <= 0 & temp_min_3 > 18.2 & umid_max_3 > 89","MG","Governador Valadares",35
5,0.00558035714285714,896,1,"inc_3 <= 0 & temp_min_3 <= 18.2 & temp_max_3 > 28.3","MG","Governador Valadares",5
11,0.00427350427350427,1170,1,"inc_3 > 0 & temp_min_1 <= 16.9 & temp_min_3 <= 15","MG","Governador Valadares",5
7,0.0026294498381877,4944,1,"inc_3 <= 0 & temp_min_3 > 18.2 & umid_max_3 <= 89","MG","Governador Valadares",13
4,0.000507260161055101,15771,1,"inc_3 <= 0 & temp_min_3 <= 18.2 & temp_max_3 <= 28.3","MG","Governador Valadares",8
14,0.279452054794521,365,1,"inc_3 > 32.1274818479728 & temp_min_1 > 18.6 & umid_min_1 <= 49.9","MG","Uberaba",102
15,0.125912408759124,548,1,"inc_3 > 32.1274818479728 & temp_min_1 > 18.6 & umid_min_1 > 49.9","MG","Uberaba",69
12,0.101214574898785,247,1,"inc_3 > 32.1274818479728 & temp_min_1 <= 18.6 & temp_min_1 > 17.5","MG","Uberaba",25
8,0.058408215661104,1558,1,"inc_3 <= 32.1274818479728 & inc_3 > 0 & temp_min_3 > 18.6","MG","Uberaba",91
11,0.0164705882352941,850,1,"inc_3 > 32.1274818479728 & temp_min_1 <= 18.6 & temp_min_1 <= 17.5","MG","Uberaba",14
7,0.00819112627986348,1465,1,"inc_3 <= 32.1274818479728 & inc_3 > 0 & temp_min_3 <= 18.6","MG","Uberaba",12
5,0.007355344883949,6118,1,"inc_3 <= 32.1274818479728 & inc_3 <= 0 & temp_min_1 > 18.6","MG","Uberaba",45
4,0.000559910414333707,5358,1,"inc_3 <= 32.1274818479728 & inc_3 <= 0 & temp_min_1 <= 18.6","MG","Uberaba",3
13,0.173313995649021,1379,1,"temp_min_3 > 16.8 & inc_3 > 13.267626990144 & temp_max_1 > 26.1","MG","Divinópolis",239
12,0.0688190314358539,1177,1,"temp_min_3 > 16.8 & inc_3 > 13.267626990144 & temp_max_1 <= 26.1","MG","Divinópolis",81
10,0.055045871559633,1526,1,"temp_min_3 > 16.8 & inc_3 <= 13.267626990144 & inc_3 > 1.47444781929168","MG","Divinópolis",84
5,0.0212765957446809,141,1,"temp_min_3 <= 16.8 & temp_min_1 <= 17 & inc_3 > 198.459950781932","MG","Divinópolis",3
6,0.0109321058688147,1738,1,"temp_min_3 <= 16.8 & temp_min_1 > 17","MG","Divinópolis",19
9,0.00518335138480582,12926,1,"temp_min_3 > 16.8 & inc_3 <= 13.267626990144 & inc_3 <= 1.47444781929168","MG","Divinópolis",67
4,0.000754603078780561,13252,1,"temp_min_3 <= 16.8 & temp_min_1 <= 17 & inc_3 <= 198.459950781932","MG","Divinópolis",10
9,0.093186372745491,998,1,"inc_3 > 24.0731824747232 & temp_min_1 > 17","MG","Teófilo Otoni",93
6,0.036117381489842,886,1,"inc_3 <= 24.0731824747232 & inc_3 > 0 & temp_min_3 > 18.5","MG","Teófilo Otoni",32
8,0.0133779264214047,598,1,"inc_3 > 24.0731824747232 & temp_min_1 <= 17","MG","Teófilo Otoni",8
5,0.00557768924302789,1255,1,"inc_3 <= 24.0731824747232 & inc_3 > 0 & temp_min_3 <= 18.5","MG","Teófilo Otoni",7
3,0.00211064918452191,15635,1,"inc_3 <= 24.0731824747232 & inc_3 <= 0","MG","Teófilo Otoni",33
11,0.115853658536585,164,1,"inc_3 > 28.4744797475263 & umid_max_1 > 94","MG","Pedra Azul",19
8,0.0416666666666667,312,1,"inc_3 <= 28.4744797475263 & inc_3 > 3.92557117060532 & umid_min_3 > 59","MG","Pedra Azul",13
10,0.0413793103448276,580,1,"inc_3 > 28.4744797475263 & umid_max_1 <= 94","MG","Pedra Azul",24
7,0.00554323725055432,902,1,"inc_3 <= 28.4744797475263 & inc_3 > 3.92557117060532 & umid_min_3 <= 59","MG","Pedra Azul",5
5,0.00503647099687391,5758,1,"inc_3 <= 28.4744797475263 & inc_3 <= 3.92557117060532 & temp_min_1 > 18.5","MG","Pedra Azul",29
4,0.00116354234001293,7735,1,"inc_3 <= 28.4744797475263 & inc_3 <= 3.92557117060532 & temp_min_1 <= 18.5","MG","Pedra Azul",9
13,0.266666666666667,150,1,"inc_3 > 44.546264477536 & temp_min_1 > 17.3","MG","Varginha",40
12,0.125,80,1,"inc_3 > 44.546264477536 & temp_min_1 <= 17.3 & temp_max_1 > 25.6","MG","Varginha",10
8,0.0449943757030371,889,1,"inc_3 <= 44.546264477536 & inc_3 > 3.51246926589392 & temp_min_2 > 16.3","MG","Varginha",40
11,0.021505376344086,279,1,"inc_3 > 44.546264477536 & temp_min_1 <= 17.3 & temp_max_1 <= 25.6","MG","Varginha",6
5,0.0144144144144144,555,1,"inc_3 <= 44.546264477536 & inc_3 <= 3.51246926589392 & inc_3 > 0","MG","Varginha",8
7,0.0112721417069243,621,1,"inc_3 <= 44.546264477536 & inc_3 > 3.51246926589392 & temp_min_2 <= 16.3","MG","Varginha",7
4,0.00138921046538551,21595,1,"inc_3 <= 44.546264477536 & inc_3 <= 3.51246926589392 & inc_3 <= 0","MG","Varginha",30
0,NA,45,NA,"no fit","MG","Pouso Alegre",NA
13,0.1671826625387,323,1,"temp_min_3 > 17.6 & inc_3 > 6.6190097961345 & temp_max_1 > 25.7","MG","Leopoldina",54
12,0.0344827586206897,232,1,"temp_min_3 > 17.6 & inc_3 > 6.6190097961345 & temp_max_1 <= 25.7","MG","Leopoldina",8
6,0.0282776349614396,389,1,"temp_min_3 <= 17.6 & temp_min_1 > 16.3 & umid_max_1 > 94.1","MG","Leopoldina",11
10,0.0154777927321669,1486,1,"temp_min_3 > 17.6 & inc_3 <= 6.6190097961345 & temp_max_1 > 26","MG","Leopoldina",23
5,0.00361990950226244,1105,1,"temp_min_3 <= 17.6 & temp_min_1 > 16.3 & umid_max_1 <= 94.1","MG","Leopoldina",4
3,0.000840336134453782,3570,1,"temp_min_3 <= 17.6 & temp_min_1 <= 16.3","MG","Leopoldina",3
9,0.000693481276005548,1442,1,"temp_min_3 > 17.6 & inc_3 <= 6.6190097961345 & temp_max_1 <= 26","MG","Leopoldina",1
11,0.164251207729469,207,1,"inc_3 > 18.807598269701 & temp_max_1 > 26.4","MG","Alfenas",34
